index-SBgTUTBi.js:451 🔄 UNIFIED PIPELINE: Events: 2611 Incidents: 7400
index-SBgTUTBi.js:451 🏠 HOME LOCATION: Caloundra, Sunshine Coast Regional 4551, Queensland COORDINATES: {lat: -26.7981633, lon: 153.1354434} RADIUS: 50km
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:7aa26634-18fc-48d0-a91f-fe3eae697c3a', title: 'FIRE VEGETATION - WINNEBA RD, MORVEN', location: 'WINNEBA RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:0e23e527-0c12-407b-82da-c995079200de', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:cf0c23d7-551e-4af5-9099-69a296ccfab8', title: 'FIRE VEGETATION - Blackall Jericho Rd, BLACKALL', location: 'Blackall Jericho Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:0d8caf46-9073-4bae-aece-7c44833833a6', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:198902c2-895f-4f5e-a1bb-5e9939d938ab', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:26f61323-0c6f-45b0-be41-8e46495476cb', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:10f76b67-0d96-40ba-8d4d-3e8ecb912574', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:5d295f13-86b2-4d4c-9f4b-66cc3c936e16', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:c259acf9-64b0-41a6-9e8e-6687fdd19149', title: 'FIRE VEGETATION - Forestvale Rd, FORESTVALE', location: 'Forestvale Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:0439e8ed-0392-4054-b085-04d6fb195d7f', title: 'FIRE VEGETATION - Unknown, MOUNT MOFFATT', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:beda6e41-74d3-4016-a456-5ee9b7f898dc', title: 'FIRE VEGETATION - Richmond Winton Rd & Olio Fairview Rd, KYNUNA', location: 'Richmond Winton Rd & Olio Fairview Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:92e820e1-cadb-4346-8330-afb25c23ca15', title: 'FIRE VEGETATION - Unknown, Queensland', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:922700fa-3b5b-4db6-b5c5-780a8eaf4204', title: 'FIRE VEGETATION - Unknown, Queensland', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:3ebbe657-c85a-4b09-97f2-bcbae03fe766', title: 'FIRE VEGETATION - Unknown, Queensland', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:e2443cd1-770b-457f-ba4c-6dcddf795635', title: 'FIRE VEGETATION - Burketown Rd, FOUR WAYS', location: 'Burketown Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:f78feabc-2d2c-4d13-abc1-827cd301ffc4', title: 'FIRE VEGETATION - Unnamed Gregory Rd, GREGORY', location: 'Unnamed Gregory Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:3876ca58-5b44-4758-ade2-bb1127c0c567', title: 'FIRE VEGETATION - BURKE DEVELOPMENTAL RD, FOUR WAYS', location: 'BURKE DEVELOPMENTAL RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:36abdd42-a642-43c5-9c00-ed5ba8d5e40c', title: 'FIRE VEGETATION - BURKE DEVELOPMENTAL RD, FOUR WAYS', location: 'BURKE DEVELOPMENTAL RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:9e693650-3b53-41fc-84ce-b6785506a451', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:2af02909-665d-4d93-b242-4281445b77fe', title: 'FIRE VEGETATION - DRUMDUFF RD, HIGHBURY', location: 'DRUMDUFF RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:43fa03a7-3685-40e6-835f-6e1bbd5f26c9', title: 'FIRE VEGETATION - Collaroy Tierawoomba Rd, COLLAROY', location: 'Collaroy Tierawoomba Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:c73b7ed2-d148-4b12-8a5f-be15b462d9da', title: 'FIRE VEGETATION - Unnamed Coomoo Rd, COOMOO', location: 'Unnamed Coomoo Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:274082e0-f9f3-4ff9-ad37-4dde098e78e4', title: 'FIRE VEGETATION - KOOLATAH DRUMDUFF RD, PALMER', location: 'KOOLATAH DRUMDUFF RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:e7770bcd-a9ad-4b43-9351-185eab32d545', title: 'FIRE VEGETATION - Bruce Hwy, CARMILA', location: 'Bruce Hwy', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:f0add59f-8339-4867-aaa3-abad9b66df16', title: 'FIRE VEGETATION - YELLOWBANK JUNCTION RD, WESTGROVE', location: 'YELLOWBANK JUNCTION RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:31b24373-d101-499b-b4f8-d310ab2f53ac', title: 'FIRE VEGETATION - TABLELAND RD, GAYNDAH', location: 'TABLELAND RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:746798e4-6421-41f9-b140-0f65546eec37', title: 'FIRE VEGETATION - STAFFORDS RD, BLOOMSBURY', location: 'STAFFORDS RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:0e441dcb-630e-4196-a8a5-c7a66b658e8d', title: 'FIRE VEGETATION - Mundubbera Durong Rd & Monogorilby Rd, BROVINIA', location: 'Mundubbera Durong Rd & Monogorilby Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:e2fa4423-6e43-4e19-8edb-34f5552cdd01', title: 'FIRE VEGETATION - BRANCH CREEK RD & BANIA RD, YARROL', location: 'BRANCH CREEK RD & BANIA RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:19091a0a-7aa0-45a0-8d05-1cb310391bec', title: 'FIRE VEGETATION - Unnamed Barcaldine Rd, BARCALDINE', location: 'Unnamed Barcaldine Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:fc2f8867-abc9-4c22-8a78-419cb68960ab', title: 'FIRE VEGETATION - Unknown, DUTTON RIVER', location: 'Unknown', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:00c195d8-0187-4a08-a4e4-85032bb4bbb1', title: 'FIRE VEHICLE - CHAUCER ST & IPSWICH RD, MOOROOKA', location: 'CHAUCER ST & IPSWICH RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:14cde47e-1825-4c90-a252-67036e17db5e', title: 'FIRE STRUCTURE - Mount Gravatt Capalaba Rd, MACKENZIE', location: 'Mount Gravatt Capalaba Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:b302d584-a604-4e50-8bac-38b7cad78e8f', title: 'FIRE VEGETATION - CHINCHILLA WONDAI RD & T H BURNS RD, BALLOGIE', location: 'CHINCHILLA WONDAI RD & T H BURNS RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:f9302612-64bc-475c-a87d-8a47969eaa65', title: 'FIRE OTHER - Kelsey Creek Rd, PROSERPINE', location: 'Kelsey Creek Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:f7db594c-ffa0-4b6b-967e-461866490ded', title: 'RESCUE ROAD CRASH - WARREGO HWY EB, PRENZLAU', location: 'WARREGO HWY EB', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:9b531669-50cc-4621-a5ce-32099343dc40', title: 'RESCUE ROAD CRASH - OLD GYMPIE RD & NEW SETTLEMENT RD, BURPENGARY', location: 'OLD GYMPIE RD & NEW SETTLEMENT RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:726a488a-f6bd-4875-ab44-2a5f8889c204', title: 'FIRE VEGETATION - Oleander Dr, PARKLANDS', location: 'Oleander Dr', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:060fcc30-8392-4614-80de-415b171f6a71', title: 'FIRE VEGETATION - Ring Rd, NATHAN', location: 'Ring Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:84fb4f5e-b272-4c7a-8220-3ff2a9288f96', title: 'FIRE VEGETATION - Bruce Hwy, EAST END', location: 'Bruce Hwy', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:a1ffac9b-9fc3-42c9-9bba-ecea9709ff7d', title: 'FIRE VEGETATION - Flinders Hwy, MINGELA', location: 'Flinders Hwy', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:cbca3180-c70d-41cb-9b5d-d80c667665e7', title: 'FIRE VEGETATION - Wallace Dr, MAREEBA', location: 'Wallace Dr', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:7306871a-f5f7-48a1-9fba-247662381361', title: 'FIRE VEGETATION - Wineba Rd, REDFORD', location: 'Wineba Rd', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:e7f88562-5350-4987-bafc-3b50983c3e87', title: 'FIRE VEGETATION - CULLENDORE RD & BORDER FENCE RD, ELBOW VALLEY', location: 'CULLENDORE RD & BORDER FENCE RD', hasCoordinates: true}
index-SBgTUTBi.js:451 👤 USER INCIDENT: {id: 'user:0780ee74-c0e6-4d43-9738-dd693b628fb9', title: 'FIRE PERMITTED BURN - Sunridge Rd, EUDLO', location: 'Sunridge Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7d9964a2-4892-4b48-b2a4-5939e3635a1a', title: 'FIRE VEGETATION - DONNYBROOK RD, WALHALLOW', location: 'DONNYBROOK RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:03a829d2-0639-4806-b1db-c0b791bf186b', title: 'FIRE VEGETATION - Hoganthulla Rd, CAROLINE CROSSING', location: 'Hoganthulla Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c005ee32-8e40-4726-8bad-bf2f03e4490f', title: 'FIRE VEGETATION - WINNEBA RD, MORVEN', location: 'WINNEBA RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4f0b9ee2-c4ee-4311-84e9-3d9aaeb03930', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:bfad5fa1-bd92-42a9-93a5-06507359582f', title: 'FIRE VEGETATION - Healys Crossing Rd, BRIGALOW', location: 'Healys Crossing Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d872f750-ed9f-4faf-bc99-38321d902adf', title: 'FIRE VEGETATION - Unknown, BYERSTOWN', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c241e3c3-00bb-4969-8782-880b76fc8ce7', title: 'FIRE VEGETATION - Lucke Rd & Lake Rd, BRACEWELL', location: 'Lucke Rd & Lake Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6e6c6108-3de0-4ac1-9596-281072e6cc69', title: 'FIRE VEGETATION - Leichhardt Hwy, KOWGURAN', location: 'Leichhardt Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:66fc7e5c-b641-4f62-8d3d-f46d3442f79a', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0d5c446e-6042-45a0-94e7-3f9050aa1bf6', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1753213b-72f7-4ed9-b480-db7b6300afea', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:730a6713-93a0-42a4-9284-5a7df1326677', title: 'FIRE VEGETATION - Blackall Jericho Rd, BLACKALL', location: 'Blackall Jericho Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f0ba5079-84b1-4d58-8f92-7d7bb3c9003f', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:de8efb6a-036e-4438-8400-6be7de1d28ff', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:51f3b925-24b4-421a-912c-3eeef053e89e', title: 'FIRE VEGETATION - Richmond Winton Rd & Olio Fairview Rd, KYNUNA', location: 'Richmond Winton Rd & Olio Fairview Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9256b96e-9b7d-4663-bfec-1702b00a8fb6', title: 'FIRE VEGETATION - Forestvale Rd, FORESTVALE', location: 'Forestvale Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:46fac7ea-f361-49e5-ad05-dadc2e6cc2a9', title: 'FIRE VEGETATION - Unknown, Queensland', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:584ce585-1cc4-42b7-9beb-11cca9b15547', title: 'FIRE VEGETATION - Unknown, Queensland', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6b41a53a-ef03-4e28-9038-8123191d1f86', title: 'FIRE VEGETATION - Unknown, MOUNT MOFFATT', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3659da30-9aec-49a4-a6b4-8704d630288f', title: 'FIRE VEGETATION - Unnamed Gregory Rd, GREGORY', location: 'Unnamed Gregory Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9de33ac6-e254-41c5-92f6-d72dcacf4a20', title: 'FIRE VEGETATION - Burketown Rd, FOUR WAYS', location: 'Burketown Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:60a69cac-1062-4bbd-9658-02199e6e41ff', title: 'FIRE VEGETATION - Unknown, Queensland', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9f333615-4d30-4ed9-a581-30c36225b910', title: 'FIRE VEGETATION - BURKE DEVELOPMENTAL RD, FOUR WAYS', location: 'BURKE DEVELOPMENTAL RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0c3bfca6-21d4-47a5-a930-e9844733a427', title: 'FIRE VEGETATION - Unknown, CROYDON', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e93234e9-3118-46b2-a809-36ffb6bf39f5', title: 'FIRE VEGETATION - Collaroy Tierawoomba Rd, COLLAROY', location: 'Collaroy Tierawoomba Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c0477a0d-f43a-4f10-8433-e594a5f8d689', title: 'FIRE VEGETATION - BURKE DEVELOPMENTAL RD, FOUR WAYS', location: 'BURKE DEVELOPMENTAL RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c45998c8-cb9c-4084-b7bf-1213aa79376b', title: 'FIRE VEGETATION - DRUMDUFF RD, HIGHBURY', location: 'DRUMDUFF RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:99c40b34-699b-42df-b6e1-b453afbec929', title: 'FIRE VEGETATION - KOOLATAH DRUMDUFF RD, PALMER', location: 'KOOLATAH DRUMDUFF RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d68282f7-e451-42ef-9c0d-08d80ef240bf', title: 'FIRE VEGETATION - Unknown, DUTTON RIVER', location: 'Unknown', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:dba604e0-44b6-4919-9b8b-f37a8b230e7d', title: 'FIRE VEGETATION - Unnamed Coomoo Rd, COOMOO', location: 'Unnamed Coomoo Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6a197c9b-fed0-4220-acbe-aeda280f9cd8', title: 'FIRE VEGETATION - MANNUEM RD, MANNUEM', location: 'MANNUEM RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0061ffd4-331e-4bdd-a66c-0bdfb356e7ea', title: 'FIRE VEGETATION - Rudman Pde, BURLEIGH HEADS', location: 'Rudman Pde', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:dd2a7045-db5a-4f43-8634-82e0d14dbb16', title: 'HAZMAT ALL - Raglan St, MOUNT LARCOM', location: 'Raglan St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b6fbb0fb-b3b3-4774-b256-5bfd5aa4340f', title: 'FIRE VEGETATION - Bruce Hwy, CARMILA', location: 'Bruce Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:efa7964b-95ea-490a-9cf4-a80de95489a8', title: 'FIRE VEGETATION - Mundubbera Durong Rd & Monogorilby Rd, BROVINIA', location: 'Mundubbera Durong Rd & Monogorilby Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3772377e-56ad-4128-98de-e95944da189f', title: 'FIRE OTHER - Spanns Rd, BEENLEIGH', location: 'Spanns Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f0b31b8b-06ce-470a-b605-8f0b4e587937', title: 'FIRE OTHER - Pub Lane, NEW BEITH', location: 'Pub Lane', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:fd09b9a1-1a61-471f-9f9e-f0dfe235dc6e', title: 'FIRE VEGETATION - BRANCH CREEK RD & BANIA RD, YARROL', location: 'BRANCH CREEK RD & BANIA RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ab13fc46-ce37-4270-be09-de1078b4345b', title: 'HAZMAT ALL - BROADHURST ST & DELANEY CT, CHILDERS', location: 'BROADHURST ST & DELANEY CT', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9e8a3dd1-1fe5-4945-999f-1a065f02e0fb', title: 'FIRE VEGETATION - STAFFORDS RD, BLOOMSBURY', location: 'STAFFORDS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:8d6c1ffe-28a1-40fa-a988-932e93d80dc5', title: 'FIRE VEGETATION - TABLELAND RD, GAYNDAH', location: 'TABLELAND RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:8f97bdeb-a3ac-4800-ada8-374ace42ac64', title: 'FIRE VEGETATION - YELLOWBANK JUNCTION RD, WESTGROVE', location: 'YELLOWBANK JUNCTION RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:291a0f05-3d32-4c3a-a028-e90708467b84', title: 'FIRE VEGETATION - Unnamed Barcaldine Rd, BARCALDINE', location: 'Unnamed Barcaldine Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:de72884d-4812-481a-a372-6263077c9495', title: 'FIRE VEGETATION - Moonie Hwy, MARMADUA', location: 'Moonie Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:868b52ff-a464-4aed-aa01-841e3995c1f3', title: 'RESCUE ROAD CRASH - ANZAC AVE, MARIAN', location: 'ANZAC AVE', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:538b93c2-062f-4c1a-92b8-c551d62bba39', title: 'FIRE VEGETATION - ABERDARE ST, DINMORE', location: 'ABERDARE ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:86ae25d1-7374-4224-baa5-46886645b5d0', title: 'FIRE VEGETATION - Warrego Hwy, SOMMARIVA', location: 'Warrego Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cef1a35a-154e-42e9-95cd-d353f003260d', title: 'FIRE OTHER - Petersens Rd & Graman St, KINGSTHORPE', location: 'Petersens Rd & Graman St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9ff5fbee-a80b-4050-940c-f940b8a37b0a', title: 'FIRE VEGETATION - Second Ave, MARSDEN', location: 'Second Ave', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9a45df42-76eb-4a34-9bc3-fce4ae4c27c9', title: '  - Teviot Rd, SOUTH MACLEAN', location: 'Teviot Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b2c4c894-f09f-4252-b626-74fcd2948a10', title: 'FIRE VEGETATION - Manth St, PORMPURAAW', location: 'Manth St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4a8da63f-3bcf-4d34-98d2-521c964aeb78', title: 'FIRE VEGETATION - Rookwood Rd, GOGANGO', location: 'Rookwood Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:920659f0-18a7-4252-a973-36065b7aaa59', title: 'FIRE VEGETATION - Broken Plains Rd & Dawson Hwy, COORUMBENE', location: 'Broken Plains Rd & Dawson Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c9457646-a996-471f-ac23-87f858cbb189', title: '  - MOUNTAIN RIDGE RD, SOUTH MACLEAN', location: 'MOUNTAIN RIDGE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:41c9b9b4-29aa-4ff4-970f-a073ea4c6d1c', title: 'FIRE VEGETATION - Lowmead Rd, LOWMEAD', location: 'Lowmead Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:60fc9768-f4a2-4ee4-811f-3d1f57b536c2', title: '  - Mitchell Creek Rd, KANDANGA CREEK', location: 'Mitchell Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cb0e4719-07cb-490f-bf65-2681392553a3', title: '  - Mount Beerwah Rd, GLASS HOUSE MOUNTAINS', location: 'Mount Beerwah Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:2d1d059a-1fe6-4efa-bbd2-40d65c28ce07', title: 'FIRE VEGETATION - Carnarvon Hwy, WELLESLEY', location: 'Carnarvon Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5c9fdd41-51b1-44f2-82bb-824cb6cb904a', title: 'RESCUE ROAD CRASH - MARSHALL RD OFF RAMP, HOLLAND PARK WEST', location: 'MARSHALL RD OFF RAMP', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0aa5298d-9a37-4c94-b451-b2333116153c', title: 'FIRE VEGETATION - Lawsons Broad Rd, COVERTY', location: 'Lawsons Broad Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c69d5272-4e55-4d42-a0b2-7d88f64e87ac', title: 'FIRE VEGETATION - Gympie Rd, CARSELDINE', location: 'Gympie Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:224bf233-2a46-4111-9f0a-b124385dde47', title: 'FIRE VEGETATION - Lowmead Rd, LOWMEAD', location: 'Lowmead Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a288ec82-a7f8-44c9-ac0b-d34a402fc009', title: 'FIRE VEGETATION - Wainai Rd, FARLEIGH', location: 'Wainai Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3b5a4f79-d02e-47be-8e09-d8397a1ebb1f', title: 'FIRE VEGETATION - Mitchell Creek Rd, KANDANGA CREEK', location: 'Mitchell Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e23d86c4-424b-49fe-a299-d27c85bd7cce', title: 'FIRE VEGETATION - Mount Beerwah Rd, GLASS HOUSE MOUNTAINS', location: 'Mount Beerwah Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:dd4031ee-c08c-44f8-a4b2-7c3ff6385387', title: 'golden retriever', location: 'Silkpod Street, Kawana Forest 4551, Queensland', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:97ed2afe-2378-45fa-9fc6-531215b7b210', title: 'FIRE VEHICLE - Caloundra Mooloolaba Rd, MERIDAN PLAINS', location: 'Caloundra Mooloolaba Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3c09c759-1b63-4571-8250-853bbcaf8758', title: 'FIRE VEGETATION - Carnarvon Hwy, WELLESLEY', location: 'Carnarvon Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6e893206-ab54-4cf6-bb0a-572b8611e3e3', title: 'lost ', location: 'Hart Crescent, Aura 4551, Queensland', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d7099b39-ebc5-47c3-891c-0bf06a3a28c6', title: '  - MOUNTAIN RIDGE RD, SOUTH MACLEAN', location: 'MOUNTAIN RIDGE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6faa6087-00c0-491b-a544-3a4743aa48fb', title: 'snake', location: 'Silkpod Street, Kawana Forest, 4551', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:bfcab95c-c84e-4a07-85ee-1d60d0af3d34', title: 'missing dog', location: 'Silkpod Street, Kawana Forest 4551, Queensland', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ded98f73-d7ab-4d80-8062-91e24493ee9b', title: 'missing cat ', location: 'Production Avenue, Warana Industrial Area 4575, Queensland', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1e50b47c-85cd-46d1-b21b-b74b4cfa5a88', title: 'snake', location: 'Silkpod Street, Kawana Forest, 4551', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:849422e6-c2b4-4c69-9f85-a8e3589d1d81', title: 'Snake', location: 'Cottonwood Street, Kawana Forest 4551, Queensland', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:faa1e3ef-7e40-450e-ac10-4d8f34a427b2', title: 'doggo', location: 'Silkpod Street, Kawana Forest 4551, Queensland', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:69149d4a-2ac1-4fbf-a4f0-8ae390dcc97a', title: 'fallen tree', location: 'Silkpod Street, Kawana Forest 4551, Queensland', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b3ccd2a7-303e-420f-b108-f6214ea30485', title: 'gruffalo', location: 'Bulcock Street, Caloundra 4551, Queensland', hasCoordinates: true}
